Product Name,Price,Brand,Links
Color Block Men Round Neck Grey T-Shirt,₹199,Eyebogler,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/eyebogler-color-block-men-round-neck-grey-t-shirt/p/itm8398feb09eb95?pid=TSHFZKGHYGHXZFM5&lid=LSTTSHFZKGHYGHXZFM5TLFRDD&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_20&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHFZKGHYGHXZFM5.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Solid Men Polo Neck Dark Blue T-Shirt,₹299,AWG,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/awg-solid-men-polo-neck-dark-blue-t-shirt/p/itmb0f104618f2ef?pid=TSHFWDFUTTDCKZFP&lid=LSTTSHFWDFUTTDCKZFPTFJEK4&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_21&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4BpUpGTomqhy6K2USavaAGe%2BeIocH3d8qaUCivkw1bYLA%3D%3D&ssid=jvg08s4qxc0000001653037797570"
"Solid Men Round Neck Black, Silver, Grey T-Shirt",₹349,FTX,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/ftx-solid-men-round-neck-black-silver-grey-t-shirt/p/itmd97bbef0fa3d3?pid=TSHG4BMFZYZGP2UG&lid=LSTTSHG4BMFZYZGP2UGU6QU9I&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_22&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4A4%2FDGxSc%2BVuEClFSpuzJfqcxoeJY5oamhoABhBH4cn4Q%3D%3D&ssid=jvg08s4qxc0000001653037797570"
"Striped Men Round Neck Yellow, Blue, White T-Shirt",₹249,Eyebogler,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/eyebogler-striped-men-round-neck-yellow-blue-white-t-shirt/p/itm3d0922e2b881a?pid=TSHG99G8EMVTMS5T&lid=LSTTSHG99G8EMVTMS5TGB0TBP&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_23&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHG99G8EMVTMS5T.SEARCH&ssid=jvg08s4qxc0000001653037797570"
"Color Block Men Round Neck Light Blue, White T-Shirt",₹249,AUSK,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/ausk-color-block-men-round-neck-light-blue-white-t-shirt/p/itm5586bf1ed5cf0?pid=TSHGBKQXPGZHK32A&lid=LSTTSHGBKQXPGZHK32ATABSQH&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_24&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHGBKQXPGZHK32A.SEARCH&ssid=jvg08s4qxc0000001653037797570"
"Solid Men Henley Neck Maroon, Dark Blue T-Shirt",₹356,BLIVE,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/blive-solid-men-henley-neck-maroon-dark-blue-t-shirt/p/itm211793992f06b?pid=TSHFVPFKHFZ3ZEPS&lid=LSTTSHFVPFKHFZ3ZEPSS1KJTM&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_25&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHFVPFKHFZ3ZEPS.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Color Block Men Round Neck Multicolor T-Shirt,₹348,TRIPR,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/tripr-color-block-men-round-neck-multicolor-t-shirt/p/itm34418eb9040d0?pid=TSHFTNDFARZMGFZF&lid=LSTTSHFTNDFARZMGFZFLICZY1&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_26&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHFTNDFARZMGFZF.SEARCH&ssid=jvg08s4qxc0000001653037797570"
"Solid Men Round Neck Black, Light Blue, Grey T-Shirt",₹349,FTX,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/ftx-solid-men-round-neck-black-light-blue-grey-t-shirt/p/itmf25d9cd0d89b1?pid=TSHG4BMYMKYGTHZG&lid=LSTTSHG4BMYMKYGTHZG6MPIIZ&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_27&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4BOpY0T7nJKC5JLVCIj833L9kX0Mmv%2F3JrsA4ayvNXypw%3D%3D&ssid=jvg08s4qxc0000001653037797570"
Solid Men Mandarin Collar Yellow T-Shirt,₹339,Urbano Fashion,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/urbano-fashion-solid-men-mandarin-collar-yellow-t-shirt/p/itmc44328aa0a862?pid=TSHFTHCRTAJURY9H&lid=LSTTSHFTHCRTAJURY9HTESUU8&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_28&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4BcjtFy6iRUL0on7jBNCxupsCN0Uw%2Fk45wj4Xth95LRVw%3D%3D&ssid=jvg08s4qxc0000001653037797570"
Printed Men Round Neck Yellow T-Shirt,₹159,BLIVE,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/blive-printed-men-round-neck-yellow-t-shirt/p/itm578071f5ac354?pid=TSHGBKQG6BKGUPC8&lid=LSTTSHGBKQG6BKGUPC8UFAIES&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_29&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHGBKQG6BKGUPC8.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Color Block Men Round Neck Multicolor T-Shirt,₹188,TRIPR,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/tripr-color-block-men-round-neck-multicolor-t-shirt/p/itm493cac85f6c8f?pid=TSHFUYZ2JEYZFJFC&lid=LSTTSHFUYZ2JEYZFJFCL3I8JL&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_30&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHFUYZ2JEYZFJFC.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Solid Men Polo Neck Grey T-Shirt,₹299,AWG,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/awg-solid-men-polo-neck-grey-t-shirt/p/itm239575a9a70ad?pid=TSHFWAXFNDXTAGTZ&lid=LSTTSHFWAXFNDXTAGTZEJD1CH&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_31&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4CiKZHVeYbvETLXTG%2Fec9zTrTD3AUnt%2BCLU62J6LopBZg%3D%3D&ssid=jvg08s4qxc0000001653037797570"
"Solid Men Polo Neck Red, Blue T-Shirt",₹449,AWG All Weather Gear,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/awg-all-weather-gear-solid-men-polo-neck-red-blue-t-shirt/p/itme2156ac6b9699?pid=TSHGFKPZBVQNG2CG&lid=LSTTSHGFKPZBVQNG2CGQFNJBV&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_32&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4AIICz3JFEw9%2FvzCMBYEN0pXS7zUoTZrVNnIP0vMExJFw%3D%3D&ssid=jvg08s4qxc0000001653037797570"
"Solid Men Mandarin Collar Grey, Black T-Shirt",₹219,TRIPR,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/tripr-solid-men-mandarin-collar-grey-black-t-shirt/p/itmb1a2847a88781?pid=TSHG9JJHUVHWHYU6&lid=LSTTSHG9JJHUVHWHYU6DGPEGV&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_33&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHG9JJHUVHWHYU6.SEARCH&ssid=jvg08s4qxc0000001653037797570"
"Color Block Men Round Neck Yellow, Blue T-Shirt",₹249,AUSK,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/ausk-color-block-men-round-neck-yellow-blue-t-shirt/p/itm788a05d06a7f7?pid=TSHGBKQNUJZHPEKF&lid=LSTTSHGBKQNUJZHPEKFLZCOGT&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_34&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHGBKQNUJZHPEKF.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Striped Men Polo Neck Multicolor T-Shirt,₹249,Eyebogler,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/eyebogler-striped-men-polo-neck-multicolor-t-shirt/p/itm07b4115ef6413?pid=TSHGA4MHWRQHJNZQ&lid=LSTTSHGA4MHWRQHJNZQZFYPZE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_35&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHGA4MHWRQHJNZQ.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Solid Men Round Neck Multicolor T-Shirt,₹449,AWG,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/awg-solid-men-round-neck-multicolor-t-shirt/p/itmfde5aae78083c?pid=TSHFENAD2ZTC5UMW&lid=LSTTSHFENAD2ZTC5UMWKLMUB4&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_36&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHFENAD2ZTC5UMW.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Striped Men Round Neck Multicolor T-Shirt,₹300,PROVOGUE,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/provogue-striped-men-round-neck-multicolor-t-shirt/p/itm44b60d08b4b6a?pid=TSHG67RSEZRRQMFH&lid=LSTTSHG67RSEZRRQMFHVXCM6T&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_37&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4AvB4efe5aCdnzmdtrMm%2BYGxBLeQdDdUc2smfjINKq%2BTQ%3D%3D&ssid=jvg08s4qxc0000001653037797570"
Solid Men Polo Neck Dark Blue T-Shirt,₹629,U.S. POLO ASSN.,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/u-s-polo-assn-solid-men-neck-dark-blue-t-shirt/p/itmffcf89ec9064a?pid=TSHG5KYXYXFT9YWA&lid=LSTTSHG5KYXYXFT9YWAMU75PB&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_38&otracker=browse&iid=en_n97%2BlLGHe9r%2FBHmYp1%2FKfnUbHk%2FuYTcB8QdOk3qgM4D1OCs9J9NcVws2u0IpetPFZbCbyrmKm7cv3OKcVbREwA%3D%3D&ssid=jvg08s4qxc0000001653037797570"
Printed Men Round Neck Black T-Shirt,₹151,BLIVE,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/blive-printed-men-round-neck-black-t-shirt/p/itmcbfa28f4ad85d?pid=TSHG9HKKFSBRZDRW&lid=LSTTSHG9HKKFSBRZDRWV6EBVV&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_39&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHG9HKKFSBRZDRW.SEARCH&ssid=jvg08s4qxc0000001653037797570"
Solid Men Mandarin Collar Blue T-Shirt,₹225,Reya,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/men-tshirt/pr?sid=clo,ash,ank,edy&otracker=categorytree&otracker=nmenu_sub_Men_0_T-Shirts/reya-solid-men-mandarin-collar-blue-t-shirt/p/itm2d1dd8b838b67?pid=TSHFKYKAZGFVC7FY&lid=LSTTSHFKYKAZGFVC7FYS6HFKE&marketplace=FLIPKART&store=clo%2Fash%2Fank%2Fedy&srno=b_1_40&otracker=browse&iid=352f977c-0083-4b0c-83d7-0689090f9f6e.TSHFKYKAZGFVC7FY.SEARCH&ssid=jvg08s4qxc0000001653037797570"
